Date,ID,Content,Likes,politician,party,ideology_num,tone_label
2021-06-19 18:22:59+00:00,1406316599112617986,"Preoccupato per sentenza Tar su #Report. La tutela delle fonti è fondamento del giornalismo libero e d’inchiesta. Certo che Rai e Report vinceranno ricorso al Consiglio di Stato. Giusta protesta di @Fnsi ed @USIGRai.
@RaiTre @reportrai3",402,Fratoianni,EV,0,Critical / Angry
2021-10-01 18:03:39+00:00,1444000071419371521,Mancano poche ore e la Calabria potrà riprendere il suo sogno.  Parliamo di un grande progetto e di una grande speranza per la Calabria. https://t.co/ayrjazf0Hq,125,Berlusconi,FI,3,Call to Action / Propaganda
2021-11-25 10:49:26+00:00,1463822129418457089,"Deprimente è la banalità di questo tweet. Non siamo mai stato moderati nelle idee, nei toni e nelle proposte. Non credo che l’Italia abbia bisogno di moderazione. Ciò premesso i temi sono etici e politici, non personali. Descriverli così è un modo ipocrita per non affrontarli.",276,Calenda,Azione,0,Critical / Angry
2022-03-05 12:11:44+00:00,1500081625463463940,Quando l’Europa agisce unita riesce a ottenere dei risultati. E ora sta facendo tantissimo. In Italia non valorizziamo ancora il grande accordo sullo status di #Rifugiati temporanei concesso a tutti quelli che fuggono dall’#Ucraina. Invece è una bella svolta nella politica 🇪🇺.,955,Letta,PD,0,Supportive / Affirmative / Celebratory
2021-05-23 16:02:57+00:00,1396496882541682688,Grande dolore per la tragedia di Stresa. Siamo vicini alle famiglie di chi ha perso la vita nell’incidente della #funivia. Grazie ai soccorritori.,578,Calenda,Azione,0,Critical / Angry
2021-04-12 19:33:42+00:00,1381692020243247104,"Il tutto nell'ambito delle inchieste, meritorie, sui ""LADRI DI CASE"".
Una giornalista è finita in ospedale, 20 giorni di prognosi: il mio abbraccio e i miei auguri di pronta guarigione.",829,Salvini,Lega,3,Critical / Angry
2022-10-31 20:06:36+00:00,1587174218051067905,Questa sera dalle 21:30 sarò in diretta a @QRepubblica su @rete4. Vi aspetto! https://t.co/F50vSvtpig,100,Tajani,FI,3,Neutral / Informational
2021-06-10 10:17:28+00:00,1402932922571702273,"Oggi la prima udienza del processo per l’omicidio del giovane e coraggioso #WillyMonteiro. Chi ha spento per sempre il suo sorriso deve pagare per questo orrendo crimine. 
Tutta l’Italia chiede Giustizia per Willy https://t.co/VTzY9zC0iP",602,Meloni,FdI,3,Critical / Angry
2022-08-18 14:52:55+00:00,1560278573734580225,"Gli agenti hanno tutte le ragioni per protestare e chiedere maggiori attenzioni e tutele. Anche per questo, la Lega valuta con attenzione la candidatura di un rappresentante della Polizia Penitenziaria in una regione del Sud. Io ci #Credo. #25settembrevotolega 
(2/2)",161,Salvini,Lega,3,Neutral / Informational
2022-12-06 08:45:33+00:00,1600048791184285696,"…rispetto dell'Ambiente.
Ottima l'apertura di Bruxelles, avanti per l'Italia dei Sì! (2/2)",159,Salvini,Lega,3,Supportive / Affirmative / Celebratory
2022-05-13 14:25:56+00:00,1525120159580553219,"Siamo ancora più determinati a lavorare per il bene del territorio e aspettiamo le scuse di tutti quegli esponenti di sinistra che per troppo tempo hanno insultato e oltraggiato una persona perbene, la Lega e le istituzioni lombarde. (2/2)",180,Salvini,Lega,3,Call to Action / Propaganda
2022-06-03 13:43:06+00:00,1532719528446242823,"Approfondita, meditata e obiettiva analisi del Foglio: “Salvini merda”, anzi “Salvini merdina”.
Se questo è giornalismo…
P.S. I loro insulti quotidiani mi regalano sorrisi e voglia di impegnarmi ancora di più!😊💪 https://t.co/wdFYo7ez6L",597,Salvini,Lega,3,Critical / Angry
2022-09-01 10:00:38+00:00,1565278451359260673,"A Cosenza oltre 200 arresti tra amministratori locali, imprenditori ed esponenti criminalità organizzata. Grazie a magistrati e forze dell’ordine. Per il @Mov5Stelle il contrasto a mafie e corruzione è un’urgenza: orgogliosi di essere alfieri della legalità. #dallapartegiusta https://t.co/s8oINUr9wb",1713,Conte,M5S,0,Supportive / Affirmative / Celebratory
2022-06-16 05:57:16+00:00,1537313337566015488,"Esiste una responsabilità dei cittadini sulla qualità dei politici che votano. Se una città ricorda unanime Falcone e Borsellino e due settimane dopo vota per una coalizione costruita da due condannati in via definitiva per favoreggiamento a un mafioso e associazione esterna 
1/2 https://t.co/mRDsCbBKd7",471,Calenda,Azione,0,Critical / Angry
2021-08-10 15:59:22+00:00,1425124623872675848,@TheG_Ralpha @pontrafab Perché quello di Draghi è un governo istituzionale fatto in un momento di emergenza,13,Calenda,Azione,0,Neutral / Informational
2022-02-05 16:49:28+00:00,1490004659045642243,"Nostre sedi e nostri militanti oggetto di intimidazioni intollerabili. Solidarietà, affetto e vicinanza al ⁦@pdparma⁩ e a chi sta subendo in queste ore da parte di sedicenti estremisti #NoVax provocazioni inaccettabili. https://t.co/2sjAHZr2jX",768,Letta,PD,0,Neutral / Informational
